year,nzsioc,nzsioc_descriptor,variable,units,magnitude,source,data_value
2009,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21253484.98
2009,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,282.3
2009,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,282.3
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,769.71
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25181.79
2010,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21266
2010,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3145.87
2010,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2010,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.21
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,769710.16
2010,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25181789.46
2010,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3145873.07
2010,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21266000.48
2010,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,205.75
2010,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,205.75
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,798.93
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24895.27
2011,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21017.08
2011,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3079.04
2011,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2011,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.22
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,798933.16
2011,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24895274.56
2011,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3079042.91
2011,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21017076.97
2011,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,221.52
2011,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,221.52
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,917.03
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25620.95
2012,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21536.76
2012,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3166.92
2012,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2012,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,917034.03
2012,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25620948.79
2012,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3166916.78
2012,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21536763.16
2012,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,234.81
2012,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,234.81
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,881
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25452.47
2013,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21390.66
2013,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3180.59
2013,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2013,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.23
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,880999.7
2013,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25452474.62
2013,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3180587.02
2013,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21390656.93
2013,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,230.97
2013,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,230.97
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,871.05
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,25298.06
2014,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,21186.05
2014,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3240.71
2014,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.26
2014,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.26
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,871049.91
2014,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,25298061.69
2014,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3240709.88
2014,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,21186046.76
2014,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,255.15
2014,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,255.15
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,893.27
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24751.72
2015,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20670.61
2015,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3187.56
2015,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2015,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.28
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,893273.81
2015,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24751721.3
2015,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3187562.19
2015,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20670605.14
2015,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,280.16
2015,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,280.16
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,869.56
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24064.53
2016,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20044.18
2016,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3150.51
2016,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.29
2016,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.29
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,869555.63
2016,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24064534.91
2016,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3150510.26
2016,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20044178.66
2016,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,290.36
2016,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,290.36
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,783.84
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24403.05
2017,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20424.9
2017,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3193.99
2017,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2017,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.32
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,783841.56
2017,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24403047.82
2017,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3193986.62
2017,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20424899.66
2017,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,319.97
2017,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,319.97
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,788.85
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24508.36
2018,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20467.85
2018,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3251.27
2018,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.39
2018,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.39
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,788848.12
2018,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24508362.46
2018,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,3251268.19
2018,AA121,"Sheep, beef cattle, and grain farming",Methane,Tonnes,Carbon dioxide equivalents,Environmental accounts,20467851.21
2018,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Tonnes,Carbon dioxide equivalents,Environmental accounts,394.93
2018,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Tonnes,Carbon dioxide equivalents,Environmental accounts,394.93
2019,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,855.85
2019,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,24158.2
2019,AA121,"Sheep, beef cattle, and grain farming",Methane,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,20138.45
2019,AA121,"Sheep, beef cattle, and grain farming",Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,3163.55
2019,AA121,"Sheep, beef cattle, and grain farming",Hydrofluorocarbons,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.35
2019,AA121,"Sheep, beef cattle, and grain farming",Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,Environmental accounts,0.35
2019,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide,Tonnes,Carbon dioxide equivalents,Environmental accounts,855845.69
2019,AA121,"Sheep, beef cattle, and grain farming",Carbon dioxide equivalents,Tonnes,Carbon dioxide equivalents,Environmental accounts,24158200.18
